guid;stock;title;summary;published;p_date;sentiment_summary;sentiment_title
fa6b63c0-aa21-3759-a828-e61032396d03;AAPL;"Dow Jones Futures: Three Cheers For Coronavirus Stock Market Rally&#39;s &#39;Bad Week&#39;; Apple, Amazon, AMD Lead Earnings Flood";The stock market rally had a down week, but there were several reasons to be positive. Apple, Amazon, AMD earnings loom, along with dozens of other top companies.;Sat, 25 Jul 2020 16:57:28 +0000;AAPL_2020-07-25;0.7783;0.5859
6a792f3f-f77e-3de9-a959-24af67c0e012;AAPL;Congress has a million-plus documents from Big Tech antitrust investigation, and are ready to grill big-name CEOs;For more than a year, the federal government has circled Big Tech and its business practices. On Wednesday, members of the House of Representatives will roll out evidence their staffs have found and put pressure directly on some of the most prominent executives in the world.;Sat, 25 Jul 2020 16:35:00 +0000;AAPL_2020-07-25;0.10099999999999999;0.3612
9b85aa52-3ba8-35f5-bf3e-708a1747b208;AAPL;U.S. House panel reschedules Big Tech CEO hearing for Wednesday;A congressional hearing on digital marketplace competition featuring the chief executives of four of the largest American tech companies has been rescheduled for Wednesday, a House subcommittee said on Saturday.  The CEOs of Facebook, Amazon.com, Alphabet's Google and Apple were to have testified on Monday before the House Antitrust Subcommittee.  All four tech company CEOs - Jeff Bezos of Amazon, Tim Cook of Apple, Sundar Pichai of Alphabet and Mark Zuckerberg of Facebook - are to appear virtually, the announcement said.;Sat, 25 Jul 2020 16:00:38 +0000;AAPL_2020-07-25;0.1779;0.0
65b53896-faf4-3a06-9d0d-a63cf3c83192;AAPL;"Dow Jones Stocks To Buy And Watch In July 2020: Nike, Visa; Pfizer; Intel Dives On Earnings";The Dow Jones Industrial Average finished the second quarter of 2020 with sharp gains, as the stock market continues to rebound. Top Dow Jones stocks to watch in July are Intel, Nike and Visa. Meanwhile, Pfizer is trying to break out above a new buy point on a coronavirus vaccine deal with the U.;Sat, 25 Jul 2020 14:34:33 +0000;AAPL_2020-07-25;0.4939;0.0
4968ab8c-1821-3052-9b99-5e07c2dc4c02;AAPL;Could This Chinese Upstart Be the Next Apple?;Apple reports earnings this week, but this Chinese smartphone company has a similar business model and is posting better growth during the coronavirus pandemic.;Sat, 25 Jul 2020 13:00:00 +0000;AAPL_2020-07-25;0.8047;0.0
549987b3-7bfa-328a-bc37-daeb57f0566a;AAPL;These 3 Robinhood Investor Favorites Are Actually Great Stocks;From what you've heard in the news, you might get the idea that investors who use the Robinhood trading app don't stand a chance of making money.  It's true that some day traders use Robinhood as their platform, and some of their favorite stock picks leave much to be desired.  In fact, among the top half-dozen stocks on Robinhood's popularity list are three strong businesses that have seen their shares soar over the long run.;Sat, 25 Jul 2020 12:30:00 +0000;AAPL_2020-07-25;0.9367;0.7845
e147c622-a22a-3cf4-a393-f453907be3cf;AAPL;Intel ‘Stunning Failure’ Heralds End of Era for U.S. Chip Sector;(Bloomberg) -- Intel Corp.’s decision to consider outsourcing manufacturing heralds the end of an era in which the company, and the U.S., dominated the semiconductor industry. The move could reverberate well beyond Silicon Valley, influencing global trade and geopolitics.The Santa Clara, California-based company has been the largest chipmaker for most of the past 30 years by combining the best designs with cutting-edge factories, several of which are still based in the U.S.Most other U.S. chip companies shut or sold domestic plants years ago, and had other firms make the components, mostly in Asia. Intel held out, arguing that doing both improved each side of its operation and created better semiconductors. That strategy is in tatters now, with the company’s factories struggling to keep up with the latest 7-nanometer production process.After Chief Executive Officer Bob Swan said Intel is considering outsourcing, the company’s shares slumped 16% on Friday, the most since March, when the stock market plummeted in the early days of the Covid-19 pandemic.“We view the roadmap missteps to be a stunning failure for a company once known for flawless execution, and could well represent the end of Intel’s computing dominance,” Chris Caso, an analyst at Raymond James, wrote in a research note on Friday.Swan says where a semiconductor is made isn’t that important. However, domestic chip production has become a national priority for China, and some U.S. politicians and national-security experts consider sending this technical knowhow overseas to be a potentially dangerous mistake.“We’ve seen how vulnerable we are,” John Cornyn, a top Senate Republican, said in June when U.S. lawmakers proposed an estimated $25 billion in funding and tax credits to strengthen domestic semiconductor production.Intel’s Xeon chips run computers and data centers that support the design of nuclear power stations, spacecraft and jets, while helping governments quickly understand intelligence and other crucial information.Many of these processors are made at facilities in Oregon, Arizona and New Mexico. If Intel outsources this work, it would likely be done by Taiwan Semiconductor Manufacturing Co., which focuses on production and is currently the world leader. It’s based in Hsinchu, one of the closest Taiwanese cities to China, which considers the Asian island a rogue province rather than an independent country.“With the latest push out of process technology, we believe that Intel has zero-to-no chance of catching or surpassing TSMC at least for the next half decade, if not ever,” Susquehanna analyst Chris Rolland wrote in a research note. He thinks Intel should sell its plants to TSMC, although he says that’s unlikely.Over the years, Intel has spent tens of billions of dollars updating its factories, and all of Swan’s predecessors touted them as a crucial advantage that kept the company ahead of the rest of the industry. As the largest chip producer, Intel benefited from economies of scale and attracted the most experienced engineers and scientists.The rise of smartphones and other mobile devices changed all that. Intel dabbled in mobile chips, but never committed its best production and design to the area, preferring to prioritize its existing PC and server chip businesses. When smartphone sales took off, phone makers used other processors from companies like Qualcomm Inc. or they designed their own, like Apple Inc. And TSMC factories churned these components out.While Intel makes hundreds of millions of chips a year now, TSMC produces more than a billion annually. That’s given the Taiwanese company more experience to improve its factories, helping TSMC’s engineers overtake their Intel counterparts in technical execution.Read more: Intel’s Chipmaking Throne Is Challenged by Taiwanese UpstartSwan said on Friday that Intel’s products are still the best, despite the manufacturing delays. But by opening the door to outsourcing, the CEO endangers one of the last bastions of U.S. technology leadership.“By outsourcing leading edge technology, presumably to TSMC, Intel would give up what has been its main source of competitive advantage for 50 years,” Caso of Raymond James said.For more articles like this, please visit us at bloomberg.comSubscribe now to stay ahead with the most trusted business news source.©2020 Bloomberg L.P.;Sat, 25 Jul 2020 03:07:11 +0000;AAPL_2020-07-25;0.9948;0.0
2a0cc6e0-aaae-3675-b519-89847bfaaa50;AAPL;Coastal Office Markets Face a Reckoning;The work-from-home trend bodes especially poorly for expensive coastal cities. Plus, market newsletter commentary on the dollar’s drop, MMT, and the grim outlook for value investing.;Sat, 25 Jul 2020 02:44:00 +0000;AAPL_2020-07-25;-0.5267;0.0
05c5251a-4d37-390f-998a-bd6f8511597a;AAPL;Even as Indy Goes Autonomous, the Race to True Self-Driving Has Been Long;In 2021 university teams will compete in an autonomous-car race at Indianapolis Motor Speedway. It’s a reminder how difficult the technology behind autonomous driving is.;Sat, 25 Jul 2020 00:07:00 +0000;AAPL_2020-07-25;-0.3612;0.4215
82f6d5a8-cb26-3c4f-8c7d-b510dd3eec13;AAPL;Buffett Adds to His Hefty Stake in Bank of America;The Berkshire Hathaway CEO takes advantage of a beaten-down valuation to buy more BofA shares, lifting his position to over 10%.;Fri, 24 Jul 2020 23:42:00 +0000;AAPL_2020-07-24;0.539;0.0
ec69740b-3d82-389d-af88-183adb380589;AAPL;The 4 Most-Voted Stocks in the Buying Basket as of July;GuruFocus users are buying Intel and Apple, according to new website feature Continue reading...;Fri, 24 Jul 2020 22:43:04 +0000;AAPL_2020-07-24;0.0;0.0
dae2fa7c-62ad-3c91-891d-b335d6715187;AAPL;MEDIA-Apple to give employees paid time off to vote in U.S. election - Bloomberg News;;Fri, 24 Jul 2020 22:29:51 +0000;AAPL_2020-07-24;0.0;0.0
0851cba6-45fe-34c1-949f-6ad71d1aef2a;AAPL;Apple to Give Employees Paid Time Off to Vote in U.S. Election;(Bloomberg) -- Apple Inc. told U.S. employees they can take as many as four hours off with pay on Election Day to vote or volunteer at a polling place.The policy applies to retail employees and hourly workers and is similar to moves made by other companies, including Twitter Inc. and Uber Technologies Inc. It was announced in a memo to Apple employees seen by Bloomberg News. Election Day is Nov. 3.“For retail team members and hourly workers across the company, if you’re scheduled to work this Election Day, we’ll be providing up to four hours of paid time off if you need it to get to the polls,” Deirdre O’Brien, Apple’s senior vice president of retail and people, told staff. “If they choose, our teams can also use this time to volunteer as an election worker at one of your local polling stations.”An Apple spokesman declined to comment.For more articles like this, please visit us at bloomberg.comSubscribe now to stay ahead with the most trusted business news source.©2020 Bloomberg L.P.;Fri, 24 Jul 2020 22:00:18 +0000;AAPL_2020-07-24;0.8124;0.0
ba7e82c3-d138-3045-aa9d-004dd04b7108;AAPL;Taylor Swift drops surprise album 'Folklore' as fans rejoice;Yahoo Finance's Alexandra Canal joins Zack Guzman to discuss Taylor Swift's new surprise album, which the pop star released midnight on Thursday.;Fri, 24 Jul 2020 20:35:02 +0000;AAPL_2020-07-24;0.2732;0.7003
3d000156-0899-3d7b-9fef-d50e41505415;AAPL;'Mulan' joins 'Tenet' in postponing release date indefinitely;Yahoo Finance's Alexandra Canal breaks down the latest outlook for movie theaters as two major blockbusters 'Mulan' and 'Tenant' postpone their release dates indefinitely.;Fri, 24 Jul 2020 20:26:46 +0000;AAPL_2020-07-24;-0.2263;-0.128
ddc0f7c8-de99-39b3-96b9-c517640bb68f;AAPL;Big tech hearing set for Monday officially postponed;The House Judiciary Antitrust Subcommittee announced on Friday that the hearing for all the Big Tech CEOs, which was to be held on July 27th, was officially rescheduled. The Final Round panel breaks down the news.;Fri, 24 Jul 2020 20:18:18 +0000;AAPL_2020-07-24;0.0;-0.2023
ca74aaf7-4339-3f86-b079-30f16eaaa542;AAPL;Dow falls 180 points as stocks suffer weekly decline on tech-led weakness;"Stocks ended lower Friday, logging weekly losses in a tech-led decline. The Dow Jones Industrial Average  fell around 182 points, or 0.7%, to close near 26,470, according to preliminary figures, while the S&P 500  lost around 20 points, or 0.6%, to end near 3,216. The Nasdaq Composite  finished with a loss of around 98 points, or 0.9%, near 10,363. Stocks were under pressure as tensions between the U.S. and China remained elevated. Beijing ordered the closure of the U.S. consulate in the western Chinese city of Chengdu, retaliating for Washington&#39;s earlier demand that China close its consulate in Houston. Meanwhile, tech shares led this week&#39;s decline as some investors looked for a rotation out of the high-flying sector. Apple Inc.  shares fell 3.9% this week. Shares of Dow component Intel Corp.  were the big loser Friday, dropping more than 15% after revealing that its next generation of chips would be delayed and that it may seek a third-party manufacturer to make them. For the week, the Dow fell 0.8%, while the S&P 500 lost 0.3%. The Nasdaq saw a weekly fall of 1.3%.";Fri, 24 Jul 2020 20:06:00 +0000;AAPL_2020-07-24;-0.9571;-0.743
922327a0-f6b7-3f3f-8305-861aca7bc00d;AAPL;House official confirms Big Tech hearing for July 27 has been postponed;"Big Tech CEOs will have to wait a few days longer before they testify before the House Judiciary Antitrust Subcommittee, an official close to the subcommittee confirmed in an email to MarketWatch late Friday. The scheduled July 27 hearing -- featuring the chief executives of Apple Inc. , Amazon.com Inc. , Google parent Alphabet Inc. , and Facebook Inc.  &#92;-- has been moved to an unspecified date so as not to conflict with a memorial for late Rep. John Lewis, D-Ga.";Fri, 24 Jul 2020 19:55:00 +0000;AAPL_2020-07-24;0.2411;-0.2023
64789c68-fbdf-3334-a37f-701eef363e27;AAPL;"Benzinga&#39;s Top Upgrades, Downgrades For July 24, 2020";"Upgrades   * Macquarie upgraded the previous rating for Taiwan Semiconductor Manufacturing Co Ltd (NYSE: TSM) from Neutral to Outperform. Taiwan Semiconductor earned $0.78 in the second quarter, compared to $0.41 in the year-ago quarter. The current stock performance of Taiwan Semiconductor shows a 52-week-high of $69.25 and a 52-week-low of $39.78. Moreover, at the end of the last trading period, the closing price was at $67.37.  * For First Internet Bancorp (NASDAQ: INBK), Janney Capital upgraded the previous rating of Neutral to the current rating Buy. For the second quarter, First Internet had an EPS of $0.40, compared to year-ago quarter EPS of $0.60. At the moment, the stock has a 52-week-high of $28.50 and a 52-week-low of $10.47. First Internet closed at $14.92 at the end of the last trading period.  * According to Wolfe Research, the prior rating for Allegiant Travel Co (NASDAQ: ALGT) was changed from Peer Perform to Outperform. For the first quarter, Allegiant Travel had an EPS of $2.05, compared to year-ago quarter EPS of $3.98. At the moment, the stock has a 52-week-high of $183.26 and a 52-week-low of $60.06. Allegiant Travel closed at $113.76 at the end of the last trading period.  * Argus Research upgraded the previous rating for Tesla Inc (NASDAQ: TSLA) from Hold to Buy. In the second quarter, Tesla showed an EPS of $2.18, compared to ($1.12) from the year-ago quarter. The stock has a 52-week-high of $1794.99 and a 52-week-low of $211.00. At the end of the last trading period, Tesla closed at $1513.07. Downgrades   * Craig-Hallum downgraded the previous rating for Entegris Inc (NASDAQ: ENTG) from Buy to Hold. Entegris earned $0.60 in the second quarter, compared to $0.39 in the year-ago quarter. At the moment, the stock has a 52-week-high of $71.51 and a 52-week-low of $38.12. Entegris closed at $69.65 at the end of the last trading period.  * According to Stephens & Co., the prior rating for CoreLogic Inc (NYSE: CLGX) was changed from Overweight to Equal-Weight. In the second quarter, CoreLogic showed an EPS of $1.02, compared to $0.82 from the year-ago quarter. The stock has a 52-week-high of $69.87 and a 52-week-low of $24.69. At the end of the last trading period, CoreLogic closed at $68.32.  * B of A Securities downgraded the previous rating for Icon PLC (NASDAQ: ICLR) from Buy to Neutral. In the second quarter, Icon showed an EPS of $1.20, compared to $1.69 from the year-ago quarter. The current stock performance of Icon shows a 52-week-high of $199.83 and a 52-week-low of $104.28. Moreover, at the end of the last trading period, the closing price was at $189.06. Initiations   * Wolfe Research initiated coverage on Cisco Systems Inc (NASDAQ: CSCO) with an Outperform rating. The price target for Cisco Systems is set to $54.00. Cisco Systems earned $0.79 in the third quarter, compared to $0.78 in the year-ago quarter. The stock has a 52-week-high of $58.09 and a 52-week-low of $32.40. At the end of the last trading period, Cisco Systems closed at $47.41.  * With a current rating of Outperform, Wolfe Research initiated coverage on F5 Networks Inc (NASDAQ: FFIV). The price target seems to have been set at $190.00 for F5 Networks. F5 Networks earned $2.23 in the second quarter, compared to $2.57 in the year-ago quarter. The current stock performance of F5 Networks shows a 52-week-high of $156.36 and a 52-week-low of $79.78. Moreover, at the end of the last trading period, the closing price was at $154.71.  * Wolfe Research initiated coverage on Slack Technologies Inc (NYSE: WORK) with a Peer Perform rating. The price target for Slack Technologies is set to $32.00. For the first quarter, Slack Technologies had an EPS of ($0.02), compared to year-ago quarter EPS of ($0.23). The current stock performance of Slack Technologies shows a 52-week-high of $40.07 and a 52-week-low of $15.10. Moreover, at the end of the last trading period, the closing price was at $30.33.  * Wolfe Research initiated coverage on Twilio Inc (NYSE: TWLO) with an Outperform rating. The price target for Twilio is set to $300.00. Twilio earned $0.06 in the first quarter, compared to $0.05 in the year-ago quarter. The current stock performance of Twilio shows a 52-week-high of $271.00 and a 52-week-low of $68.06. Moreover, at the end of the last trading period, the closing price was at $254.30.  * Oppenheimer initiated coverage on NuCana PLC (NASDAQ: NCNA) with an Outperform rating. The price target for NuCana is set to $20.00. NuCana earned ($0.15) in the first quarter, compared to ($0.17) in the year-ago quarter. The current stock performance of NuCana shows a 52-week-high of $10.94 and a 52-week-low of $3.81. Moreover, at the end of the last trading period, the closing price was at $5.15.  * Wolfe Research initiated coverage on Apple Inc (NASDAQ: AAPL) with an Underperform rating. The price target for Apple is set to $315.00. Apple earned $2.55 in the second quarter, compared to $2.46 in the year-ago quarter. The stock has a 52-week-high of $399.82 and a 52-week-low of $192.58. At the end of the last trading period, Apple closed at $371.38.  * With a current rating of Peer Perform, Wolfe Research initiated coverage on Zoom Video Communications Inc (NASDAQ: ZM). The price target seems to have been set at $255.00 for Zoom Video Communications. In the first quarter, Zoom Video Communications showed an EPS of $0.20, compared to $0.03 from the year-ago quarter. The stock has a 52-week-high of $281.00 and a 52-week-low of $60.97. At the end of the last trading period, Zoom Video Communications closed at $251.50.See more from Benzinga  * Insider Buys CMG Holdings Group Stock  * Insider Buys Northern Technologies&#39; Shares  * Stocks That Hit 52-Week Lows On Friday(C) 2020 Benzinga.com. Benzinga does not provide investment advice. All rights reserved.";Fri, 24 Jul 2020 19:25:46 +0000;AAPL_2020-07-24;0.0258;0.2023
eeea67e4-89b5-305c-b70c-608c9e8ef05c;AAPL;Apple Stock Costs Too Much, Analyst Says. He Launched Coverage With an ‘Underperform’ Rating;Wolfe Research analyst Jeff Kvaal has a target of $315 for Apple’s stock price, while the stock was trading near $370 on Friday..;Fri, 24 Jul 2020 18:50:00 +0000;AAPL_2020-07-24;0.0;0.128
0e661db9-b7c7-3498-a49c-c5018005125e;MSFT;If the ‘Big Five’ Tech Stocks Falter, They’ll Take the Rest of the Stock Market Down With Them;Tech giants’ gains have propped up the S&P 500. But some money managers are approaching the limits of how much of these stocks they can own.;Sat, 25 Jul 2020 17:02:00 +0000;MSFT_2020-07-25;0.34;0.0
8cb1211c-7e9e-3837-b503-bc4d0fa8545b;MSFT;Another Reason Tech Stocks Tanked: A Weak Dollar;The dollar’s drop wasn’t the only reason for the Nasdaq’s retreat, mind you, but of all the reasons for the tech-heavy index’s decline, it got the least attention.  The Nasdaq Composite fell 1.3% on the week, to 10363.18, while the Dow Jones Industrial Average slipped 202.06 points, or 0.8%, to 26,469.89, and the S&P 500 index was off just 0.3%, closing at 3215.63.  The U.S. Dollar Index (DXY), which tracks the strength of the dollar versus a basket of developed-market currencies, fell 1.7% this past week to 94.36, its lowest level since 2018.;Sat, 25 Jul 2020 16:59:00 +0000;MSFT_2020-07-25;0.1901;-0.4404
22d2c639-b9bf-309a-a1ad-4f7ae124278b;MSFT;The Tech Bubble Is Slowly Deflating as Earnings Roll In. Here’s Why.;Netflix, IBM, Microsoft, and Intel: Their second-quarter disappointments have lessons for investors.;Sat, 25 Jul 2020 16:07:00 +0000;MSFT_2020-07-25;-0.4588;0.0
3044674c-5ce3-35e5-9d25-3c4ed8a9c9ae;MSFT;Microsoft, Shopify Among Five Tech Leaders In Buy Range From Bullish Rebounds;Microsoft, Shopify and several other leading tech stocks found support near their 50-day or 10-week lines, offering a new buying opportunity.;Sat, 25 Jul 2020 15:15:25 +0000;MSFT_2020-07-25;0.6705;0.0
d3311c67-cb29-3e40-a442-b31afd58d26c;MSFT;2 Stocks That Could Go Bankrupt in 2020;These two retailers teetered on the edge of catastrophe six months ago, and the COVID-19 pandemic may be the final straw.;Sat, 25 Jul 2020 13:31:00 +0000;MSFT_2020-07-25;-0.6597;-0.5574
f9d9632a-8ec8-3a93-b30d-fd2b809900b4;MSFT;Did Slack Admit Defeat by Filing Antitrust Claims Against Microsoft?;"Slack (NYSE: WORK) recently filed an antitrust complaint against Microsoft (NASDAQ: MSFT) in the European Union, claiming Microsoft's strategy of bundling Teams into Office 365 is anti-competitive.  In a blog post, Slack claims Microsoft ""illegally tied its Teams product into its market-dominant Office productivity suite, force installing it for millions, blocking its removal, and hiding the true cost to enterprise customers.""  Jonathan Prince, VP of Communications and Policy at Slack, stated the company ""can't ignore illegal behavior that deprives customers of access to the tools and solutions they want.""";Sat, 25 Jul 2020 12:15:00 +0000;MSFT_2020-07-25;-0.0428;-0.29600000000000004
24791ea2-61ed-3ba5-9119-6c4c930c1fd3;MSFT;Got $3,000 to Invest? Here Are 3 No-Brainer Stocks to Buy in Cloud Computing;"The need for remote work has accelerated the adoption of cloud computing, and Amazon isn&#39;t the only way to profit.";Sat, 25 Jul 2020 11:00:00 +0000;MSFT_2020-07-25;0.5574;0.0
db9b3961-0531-3db9-88da-1f4fc5fa17c2;MSFT;Why Twitter Stock Popped;Twitter’s revenue didn’t meet Wall Street expectations, but the company jumped on one important metric.;Sat, 25 Jul 2020 03:02:00 +0000;MSFT_2020-07-25;0.29600000000000004;0.0
45fbde89-f2ff-3ab8-bcd7-7bd5bef2c3f4;MSFT;"Microsoft, NBA to Recreate Arena Experience Using New &#39;Together Mode&#39;";"Microsoft first announced &#39;Together Mode,&#39; a Teams feature aimed at making videoconferencing feel more natural, earlier this month.";Fri, 24 Jul 2020 21:25:00 +0000;MSFT_2020-07-24;0.4201;0.0
2c0cd63e-0f8f-3796-8bd0-f619d1ac9ada;MSFT;"Stock Market Rally Reverses On Big Tech, China Tensions; Tesla, Intel, AMD, Microsoft, Chipotle Earnings In Focus";The stock market retreated in a volatile week on Big Tech sell-offs and China tensions. Tesla and Microsoft led key earnings. AMD soared on Intel woes.;Fri, 24 Jul 2020 20:18:12 +0000;MSFT_2020-07-24;-0.6808;-0.4019
5fe60583-1502-3469-8146-5c7ec1a95783;MSFT;Microsoft, NBA team up to put virtual fans in basketball arenas;"Microsoft Corp and the NBA said on Friday they have joined forces to put ""virtual"" fans in the stands of each game using Microsoft's Teams app and giant screens.  The NBA suspended its season in March after a player for the Utah Jazz tested positive for the novel coronavirus.  The league plans to restart the season in a so-called bubble at Walt Disney World Resort where players, staff and media will be tested and quarantined in an effort to keep everyone inside safe from contracting the virus.";Fri, 24 Jul 2020 18:06:23 +0000;MSFT_2020-07-24;0.6908;0.0
ec0a8d20-4571-3fb2-a592-b84018968132;MSFT;Top Stock Reports for Microsoft, Tesla & Thermo Fisher;Top Stock Reports for Microsoft, Tesla & Thermo Fisher;Fri, 24 Jul 2020 17:38:05 +0000;MSFT_2020-07-24;0.2023;0.2023
eb0320bc-2def-33e1-845e-85968f393b81;MSFT;"Dow Jones Drops 150 Points On China Retaliation; Intel Crashes 18% On Earnings And Tesla Dives 9% On Downgrade";The Dow Jones Industrial Average fell 150 points on rising China tension. Intel dove on earnings, while Tesla skidded on an analyst downgrade.;Fri, 24 Jul 2020 16:14:41 +0000;MSFT_2020-07-24;-0.3182;0.0
